0 qid:413 1:1.3163400888442993 2:2.509976625442505 3:1.4163397550582886 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:7.051584243774414 14:7.051584243774414 15:10.981271743774414 16:0.0 17:11.079072952270508 18:0.0 19:7.051584243774414 20:7.051584243774414 21:8.496341705322266 22:0.0 23:8.07721996307373 24:0.0 25:8.213079452514648 26:8.213079452514648 27:4.714643955230713 28:0.0 29:4.219188690185547 30:0.0 31:8.024263381958008 32:8.024263381958008 33:0.0 34:976.0 #docno: FT922-8924
1 qid:448 1:0.8635578751564026 2:2.3981575965881348 3:1.1288347244262695 4:0.0 5:746923.9310925 6:0.0 7:0.0 8:0.0 9:1056310.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:8.912099838256836 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:6.3378095626831055 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:3.6344940662384033 28:0.0 29:3.464507579803467 30:0.0 31:0.0 32:0.0 33:1.0 34:449.0 #docno: FT943-11217
1 qid:315 1:1.1393606662750244 2:0.0 3:1.588457703590393 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:13.158544540405273 16:0.0 17:14.118642807006836 18:0.0 19:0.0 20:0.0 21:9.305835723876953 22:0.0 23:0.0 24:0.0 25:10.728119850158691 26:0.0 27:5.794327735900879 28:0.0 29:5.673734664916992 30:0.0 31:0.0 32:0.0 33:0.0 34:518.0 #docno: LA092789-0019
0 qid:340 1:1.1008267402648926 2:3.2280876636505127 3:1.278071641921997 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:11.497992515563965 16:6.977200984954834 17:11.718965530395508 18:0.0 19:0.0 20:0.0 21:8.298492431640625 22:0.0 23:7.974509239196777 24:0.0 25:0.0 26:0.0 27:5.113833904266357 28:0.0 29:4.7569661140441895 30:0.0 31:0.0 32:0.0 33:0.0 34:723.0 #docno: FT943-530
1 qid:400 1:1.1359621286392212 2:0.0 3:1.2737014293670654 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:14.007171630859375 16:0.0 17:14.329092025756836 18:0.0 19:7.4609270095825195 20:0.0 21:9.518575668334961 22:0.0 23:9.569784164428711 24:0.0 25:9.167144775390625 26:0.0 27:6.907412528991699 28:3.7492446899414062 29:0.0 30:0.0 31:9.869579315185547 32:0.0 33:0.0 34:2445.0 #docno: FBIS3-41591
0 qid:418 1:0.8304508924484253 2:0.0 3:0.981619119644165 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.430975914001465 16:0.0 17:9.085379600524902 18:0.0 19:0.0 20:0.0 21:6.401337623596191 22:0.0 23:7.1126275062561035 24:0.0 25:0.0 26:0.0 27:5.632754325866699 28:0.0 29:5.579558372497559 30:0.0 31:0.0 32:0.0 33:0.0 34:951.0 #docno: FBIS4-54359
1 qid:338 1:0.5995053648948669 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:5.895176410675049 16:0.0 17:5.857950687408447 18:0.0 19:0.0 20:0.0 21:5.126920700073242 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:3.484818935394287 28:0.0 29:3.3330795764923096 30:0.0 31:0.0 32:0.0 33:0.0 34:4741.0 #docno: FR941222-1-00046
0 qid:301 1:1.187528133392334 2:0.0 3:1.4818605184555054 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:12.119272232055664 16:0.0 17:12.802348136901855 18:0.0 19:0.0 20:0.0 21:9.445363998413086 22:0.0 23:9.971243858337402 24:0.0 25:0.0 26:0.0 27:5.50282096862793 28:0.0 29:5.305953025817871 30:0.0 31:9.533930778503418 32:0.0 33:0.0 34:1080.0 #docno: LA090789-0211
0 qid:312 1:0.20802703499794006 2:0.0 3:0.21792840957641602 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:7.811289310455322 14:7.811289310455322 15:2.884528636932373 16:0.0 17:2.7006192207336426 18:0.0 19:7.811289310455322 20:7.811289310455322 21:2.2902121543884277 22:0.0 23:2.1849727630615234 24:0.0 25:7.553579330444336 26:7.553579330444336 27:7.348860263824463 28:0.0 29:7.259238243103027 30:0.0 31:7.348860263824463 32:7.348860263824463 33:0.0 34:13920.0 #docno: LA091489-0029
1 qid:420 1:1.0852247476577759 2:0.0 3:1.510419249534607 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:13.010326385498047 14:0.0 15:16.12188148498535 16:0.0 17:15.123747825622559 18:0.0 19:13.010326385498047 20:0.0 21:10.726280212402344 22:0.0 23:11.974252700805664 24:0.0 25:13.010326385498047 26:0.0 27:9.07886028289795 28:0.0 29:8.846385955810547 30:0.0 31:14.888189315795898 32:0.0 33:0.0 34:506.0 #docno: FT943-3122
1 qid:394 1:1.0908750295639038 2:2.325641632080078 3:0.0 4:0.0 5:528155.0 6:0.0 7:0.0 8:0.0 9:528155.0 10:0.0 11:0.0 12:0.0 13:2.88495135307312 14:2.88495135307312 15:7.85174560546875 16:8.674072265625 17:0.0 18:0.0 19:0.0 20:0.0 21:6.727358818054199 22:0.0 23:7.214258193969727 24:0.0 25:0.0 26:0.0 27:3.7351691722869873 28:0.0 29:3.499297857284546 30:0.0 31:0.0 32:0.0 33:1.0 34:626.0 #docno: LA010790-0099
1 qid:389 1:1.3933079242706299 2:0.0 3:1.4287933111190796 4:0.0 5:528155.0 6:0.0 7:0.0 8:0.0 9:528155.0 10:0.0 11:0.0 12:0.0 13:0.5691418051719666 14:0.0 15:13.721996307373047 16:0.0 17:13.96519947052002 18:0.0 19:0.0 20:0.0 21:10.653779983520508 22:0.0 23:9.426082611083984 24:0.0 25:0.0 26:0.0 27:6.563223361968994 28:0.0 29:6.3072919845581055 30:0.0 31:0.0 32:0.0 33:1.0 34:627.0 #docno: FBIS4-40109
0 qid:404 1:1.473354458808899 2:0.0 3:1.582297921180725 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:16.117591857910156 16:0.0 17:16.479297637939453 18:0.0 19:0.0 20:0.0 21:11.97523307800293 22:0.0 23:12.544461250305176 24:0.0 25:0.0 26:0.0 27:6.770923614501953 28:0.0 29:6.445646286010742 30:0.0 31:0.0 32:0.0 33:0.0 34:3037.0 #docno: FT934-7299
0 qid:448 1:0.88057541847229 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.021505355834961 16:0.0 17:9.155155181884766 18:0.0 19:0.0 20:0.0 21:6.459842681884766 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:3.6904897689819336 28:0.0 29:0.0 30:0.0 31:0.0 32:0.0 33:0.0 34:2982.0 #docno: LA090390-0040
0 qid:439 1:0.844170331954956 2:0.0 3:1.0756375789642334 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:11.274450302124023 16:0.0 17:11.631821632385254 18:0.0 19:5.320730209350586 20:0.0 21:7.890151023864746 22:0.0 23:7.944555282592773 24:0.0 25:0.0 26:0.0 27:5.945645332336426 28:0.0 29:0.0 30:0.0 31:3.022217273712158 32:0.0 33:0.0 34:787.0 #docno: FBIS3-48382
1 qid:318 1:0.8423040509223938 2:2.660634756088257 3:0.0 4:0.0 5:528155.0 6:0.0 7:0.0 8:0.0 9:528155.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:8.857673645019531 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:6.794939994812012 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:3.8196659088134766 28:0.0 29:0.0 30:0.0 31:4.402348041534424 32:0.0 33:1.0 34:459.0 #docno: FT931-12372
0 qid:427 1:0.6805513501167297 2:3.1844382286071777 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:7.633355140686035 16:0.0 17:8.085548400878906 18:0.0 19:0.0 20:0.0 21:5.747541427612305 22:0.0 23:6.00986385345459 24:0.0 25:0.0 26:0.0 27:3.748075485229492 28:0.0 29:0.0 30:0.0 31:0.0 32:0.0 33:0.0 34:347.0 #docno: LA061489-0058
0 qid:372 1:1.5214673280715942 2:3.2405362129211426 3:1.5661309957504272 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:1.2654873132705688 14:0.0 15:14.103256225585938 16:0.0 17:13.608870506286621 18:0.0 19:1.272498369216919 20:0.0 21:11.774459838867188 22:0.0 23:14.218636512756348 24:0.0 25:0.0 26:0.0 27:7.885015487670898 28:0.0 29:7.630759239196777 30:0.0 31:1.2629663944244385 32:0.0 33:0.0 34:1361.0 #docno: FT924-12154
0 qid:397 1:0.8658781051635742 2:2.2151858806610107 3:0.9752063751220703 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:8.737549781799316 16:6.204614162445068 17:0.0 18:0.0 19:0.0 20:0.0 21:6.95949125289917 22:0.0 23:6.918325424194336 24:0.0 25:0.0 26:0.0 27:4.657429218292236 28:0.0 29:4.699140548706055 30:0.0 31:0.0 32:0.0 33:0.0 34:803.0 #docno: LA030190-0082
1 qid:332 1:1.3383632898330688 2:5.438693046569824 3:0.0 4:0.0 5:528155.0 6:0.0 7:0.0 8:0.0 9:528155.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:13.987207412719727 16:0.0 17:0.0 18:0.0 19:9.902643203735352 20:0.0 21:10.038914680480957 22:0.0 23:10.191591262817383 24:0.0 25:10.195186614990234 26:7.50071382522583 27:6.7523627281188965 28:0.0 29:6.621011257171631 30:0.0 31:10.195186614990234 32:0.0 33:1.0 34:2109.0 #docno: LA031089-0144
0 qid:427 1:1.2688249349594116 2:0.0 3:1.6112663745880127 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:16.351457595825195 16:0.0 17:16.071807861328125 18:0.0 19:0.0 20:0.0 21:11.919803619384766 22:0.0 23:11.925117492675781 24:0.0 25:0.0 26:0.0 27:8.422689437866211 28:0.0 29:8.14065933227539 30:0.0 31:0.0 32:0.0 33:0.0 34:842.0 #docno: FBIS3-47901
0 qid:426 1:1.133803129196167 2:0.0 3:1.2603265047073364 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:9.8763427734375 14:0.0 15:11.235626220703125 16:0.0 17:11.075618743896484 18:0.0 19:0.0 20:0.0 21:8.783988952636719 22:5.566136837005615 23:8.698169708251953 24:0.0 25:0.0 26:0.0 27:5.555313587188721 28:0.0 29:5.477022647857666 30:0.0 31:0.0 32:0.0 33:0.0 34:1862.0 #docno: LA070289-0082
1 qid:379 1:0.492629736661911 2:0.0 3:0.6966555714607239 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:5.026320457458496 14:5.026320457458496 15:7.210815906524658 16:0.0 17:7.713343143463135 18:0.0 19:5.026320457458496 20:5.026320457458496 21:5.14207649230957 22:0.0 23:5.680095195770264 24:0.0 25:5.026320457458496 26:5.026320457458496 27:4.0077385902404785 28:0.0 29:3.896489143371582 30:0.0 31:5.026320457458496 32:5.026320457458496 33:0.0 34:888.0 #docno: FT934-15966
1 qid:445 1:0.8691069483757019 2:0.0 3:1.012099266052246 4:0.0 5:746923.9310925 6:0.0 7:0.0 8:0.0 9:1056310.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.273370742797852 16:0.0 17:9.642804145812988 18:0.0 19:0.0 20:0.0 21:6.553260326385498 22:0.0 23:6.5493974685668945 24:0.0 25:0.0 26:0.0 27:5.477503299713135 28:0.0 29:5.501494884490967 30:0.0 31:0.0 32:0.0 33:1.0 34:1343.0 #docno: FT931-13892
1 qid:324 1:0.9767834544181824 2:0.0 3:1.2648022174835205 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:11.508845329284668 16:0.0 17:11.697657585144043 18:0.0 19:0.0 20:0.0 21:8.179856300354004 22:0.0 23:8.174406051635742 24:0.0 25:0.0 26:0.0 27:5.111025810241699 28:0.0 29:5.015304088592529 30:0.0 31:0.0 32:0.0 33:0.0 34:846.0 #docno: FBIS3-4942
0 qid:427 1:0.7200536131858826 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:8.274364471435547 16:0.0 17:8.51264476776123 18:0.0 19:0.0 20:0.0 21:6.093385219573975 22:0.0 23:6.297758102416992 24:0.0 25:0.0 26:0.0 27:4.087560176849365 28:0.0 29:3.912166118621826 30:0.0 31:0.0 32:0.0 33:0.0 34:2453.0 #docno: LA021690-0055
1 qid:342 1:0.9559714794158936 2:0.0 3:1.1986891031265259 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:12.172806739807129 16:0.0 17:12.227070808410645 18:0.0 19:0.0 20:0.0 21:8.833751678466797 22:0.0 23:9.657565116882324 24:0.0 25:0.0 26:0.0 27:6.280494213104248 28:0.0 29:6.089116096496582 30:0.0 31:0.0 32:0.0 33:0.0 34:726.0 #docno: FBIS4-22010
0 qid:394 1:0.9946972131729126 2:0.0 3:1.1811248064041138 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:7.568408966064453 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:6.21785831451416 22:0.0 23:6.336088180541992 24:0.0 25:0.0 26:0.0 27:3.3992116451263428 28:0.9808464646339417 29:0.0 30:0.0 31:0.0 32:0.0 33:0.0 34:1001.0 #docno: LA042390-0011
1 qid:337 1:1.8049559593200684 2:0.0 3:2.3621091842651367 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:22.946125030517578 16:0.0 17:23.62203598022461 18:0.0 19:0.0 20:0.0 21:16.242935180664062 22:0.0 23:15.969658851623535 24:0.0 25:1.0079021453857422 26:1.0079021453857422 27:11.355812072753906 28:0.0 29:10.757535934448242 30:0.0 31:1.2072895765304565 32:1.2072895765304565 33:0.0 34:425.0 #docno: FBIS3-60427
0 qid:423 1:0.8089688420295715 2:0.0 3:0.8950349688529968 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:11.00300407409668 16:9.548323631286621 17:0.0 18:0.0 19:0.0 20:0.0 21:7.589828014373779 22:0.0 23:7.611431121826172 24:0.0 25:0.0 26:0.0 27:5.407532691955566 28:0.0 29:0.0 30:0.0 31:0.0 32:0.0 33:0.0 34:1786.0 #docno: FT911-852
0 qid:358 1:1.0553429126739502 2:3.2466959953308105 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:5.484768867492676 14:0.0 15:13.062540054321289 16:0.0 17:12.412704467773438 18:0.0 19:0.0 20:0.0 21:9.102197647094727 22:0.0 23:9.413824081420898 24:0.0 25:0.0 26:0.0 27:6.487687110900879 28:0.0 29:6.347007751464844 30:0.0 31:0.0 32:0.0 33:0.0 34:4941.0 #docno: LA112590-0093
0 qid:350 1:0.9938242435455322 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:10.956429481506348 16:0.0 17:11.26080322265625 18:0.0 19:0.0 20:0.0 21:7.75189733505249 22:0.0 23:8.690716743469238 24:0.0 25:0.0 26:0.0 27:4.833975791931152 28:0.0 29:4.614294528961182 30:0.0 31:0.0 32:0.0 33:0.0 34:1195.0 #docno: FT923-5693
1 qid:438 1:1.5068851709365845 2:0.0 3:1.589646816253662 4:0.0 5:528155.0 6:0.0 7:523875.0 8:0.0 9:528155.0 10:0.0 11:523875.0 12:0.0 13:0.0 14:0.0 15:12.676591873168945 16:0.0 17:12.69797134399414 18:0.0 19:0.0 20:0.0 21:10.72043228149414 22:0.0 23:10.659242630004883 24:0.0 25:0.0 26:0.0 27:6.5544209480285645 28:0.0 29:6.421998977661133 30:0.0 31:0.0 32:0.0 33:1.0 34:1708.0 #docno: FBIS4-51074
0 qid:399 1:0.954895555973053 2:0.0 3:1.1469264030456543 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.376996040344238 16:0.0 17:9.255291938781738 18:0.0 19:0.0 20:0.0 21:7.013016700744629 22:0.0 23:6.785531997680664 24:0.0 25:0.0 26:0.0 27:6.062895774841309 28:0.0 29:5.934713840484619 30:0.0 31:0.0 32:0.0 33:0.0 34:766.0 #docno: FT923-1897
0 qid:320 1:1.323075771331787 2:0.0 3:1.8836790323257446 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:17.55582618713379 16:0.0 17:18.272090911865234 18:0.0 19:0.0 20:0.0 21:11.711821556091309 22:0.0 23:11.396957397460938 24:0.0 25:6.515563011169434 26:0.0 27:8.479748725891113 28:0.0 29:8.384359359741211 30:0.0 31:6.937807083129883 32:0.0 33:0.0 34:641.0 #docno: LA120589-0149
0 qid:355 1:0.9288257360458374 2:0.0 3:1.057213306427002 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:11.969419479370117 16:0.0 17:12.188898086547852 18:0.0 19:0.0 20:0.0 21:8.797760009765625 22:0.0 23:9.03128719329834 24:0.0 25:0.0 26:0.0 27:6.251323699951172 28:0.0 29:5.974695205688477 30:0.0 31:0.0 32:0.0 33:0.0 34:725.0 #docno: FBIS3-4413
0 qid:408 1:1.0608844757080078 2:0.0 3:1.206743597984314 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:14.211509704589844 14:14.211509704589844 15:12.274765014648438 16:0.0 17:11.965446472167969 18:0.0 19:0.0 20:0.0 21:9.181645393371582 22:0.0 23:9.51381778717041 24:0.0 25:0.0 26:0.0 27:6.714571952819824 28:0.0 29:6.591856956481934 30:0.0 31:12.086339950561523 32:12.086339950561523 33:0.0 34:672.0 #docno: LA010890-0046
0 qid:352 1:0.7418985962867737 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:7.879763603210449 16:0.0 17:7.803194046020508 18:0.0 19:0.0 20:0.0 21:5.634137153625488 22:0.0 23:6.160261154174805 24:0.0 25:0.0 26:0.0 27:3.246976613998413 28:0.0 29:3.1097307205200195 30:0.0 31:0.0 32:0.0 33:0.0 34:1103.0 #docno: FBIS3-5373
0 qid:337 1:0.9259999394416809 2:0.0 3:1.0062789916992188 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:12.409124374389648 16:0.0 17:12.74694538116455 18:0.0 19:0.0 20:0.0 21:8.616710662841797 22:0.0 23:7.953678131103516 24:0.0 25:0.0 26:0.0 27:6.378782272338867 28:0.0 29:6.295140743255615 30:0.0 31:0.0 32:0.0 33:0.0 34:1590.0 #docno: FBIS4-47407
0 qid:313 1:0.7534094452857971 2:0.0 3:0.8866814970970154 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:10.037778854370117 16:0.0 17:10.254433631896973 18:0.0 19:0.0 20:0.0 21:7.157430648803711 22:0.0 23:7.202500820159912 24:0.0 25:0.0 26:0.0 27:5.486393928527832 28:0.0 29:5.396028518676758 30:0.0 31:0.0 32:0.0 33:0.0 34:1254.0 #docno: FBIS4-20670
0 qid:397 1:0.8716314435005188 2:2.6623220443725586 3:0.9555032253265381 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:8.787223815917969 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:6.988776206970215 22:5.01802921295166 23:6.925625324249268 24:0.0 25:0.0 26:0.0 27:4.7186126708984375 28:0.0 29:4.538951396942139 30:0.0 31:0.0 32:0.0 33:0.0 34:488.0 #docno: LA032990-0090
1 qid:384 1:1.1574490070343018 2:0.0 3:0.0 4:0.0 5:528155.0 6:0.0 7:0.0 8:0.0 9:528155.0 10:0.0 11:0.0 12:0.0 13:4.651679039001465 14:0.0 15:12.350483894348145 16:0.0 17:12.287109375 18:0.0 19:7.391809463500977 20:0.0 21:9.584192276000977 22:0.0 23:10.285831451416016 24:0.0 25:0.0 26:0.0 27:6.193812847137451 28:0.0 29:6.011985778808594 30:0.0 31:0.0 32:0.0 33:1.0 34:1052.0 #docno: FBIS4-61226
0 qid:404 1:1.4965736865997314 2:0.0 3:1.620661735534668 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:16.31325340270996 16:10.330923080444336 17:15.171634674072266 18:0.0 19:0.0 20:0.0 21:12.20796012878418 22:0.0 23:12.589426040649414 24:0.0 25:0.0 26:0.0 27:7.002976417541504 28:2.9740281105041504 29:6.727560997009277 30:0.0 31:0.0 32:0.0 33:0.0 34:2146.0 #docno: FT944-9584
0 qid:405 1:0.6307383179664612 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:8.976642608642578 16:0.0 17:8.78336238861084 18:0.0 19:0.0 20:0.0 21:6.250069618225098 22:0.0 23:6.833869457244873 24:0.0 25:0.0 26:0.0 27:5.893343925476074 28:0.0 29:5.660122394561768 30:0.0 31:0.0 32:0.0 33:0.0 34:4521.0 #docno: FR941013-1-00015
0 qid:363 1:1.0341136455535889 2:0.0 3:1.2364219427108765 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:11.990485191345215 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:8.42890739440918 22:0.0 23:8.215852737426758 24:0.0 25:0.0 26:0.0 27:5.28985071182251 28:0.0 29:5.20110559463501 30:0.0 31:0.0 32:0.0 33:0.0 34:1211.0 #docno: FT934-7888
0 qid:400 1:1.1762349605560303 2:0.0 3:1.2461776733398438 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:8.487081527709961 14:0.0 15:14.521217346191406 16:0.0 17:14.628857612609863 18:0.0 19:13.821008682250977 20:0.0 21:9.928634643554688 22:0.0 23:0.0 24:0.0 25:13.687023162841797 26:0.0 27:7.321269512176514 28:0.0 29:7.149280071258545 30:0.0 31:11.719184875488281 32:0.0 33:0.0 34:4316.0 #docno: LA051790-0055
0 qid:333 1:0.9178497195243835 2:3.166628122329712 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:12.654343605041504 16:6.609544277191162 17:12.411728858947754 18:0.0 19:0.0 20:0.0 21:8.590378761291504 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:7.177311897277832 28:0.0 29:6.961581230163574 30:0.0 31:6.176821231842041 32:0.0 33:0.0 34:1262.0 #docno: FT943-2776
0 qid:412 1:1.007972240447998 2:0.0 3:1.1480058431625366 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:2.837494134902954 14:2.837494134902954 15:9.231855392456055 16:0.0 17:9.444045066833496 18:0.0 19:0.0 20:0.0 21:6.634885787963867 22:0.0 23:6.60082483291626 24:0.0 25:0.0 26:0.0 27:3.8648128509521484 28:0.0 29:0.0 30:0.0 31:0.0 32:0.0 33:0.0 34:818.0 #docno: FT933-14664
0 qid:347 1:0.7508348226547241 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.633060455322266 16:0.0 17:9.673846244812012 18:0.0 19:0.0 20:0.0 21:6.871516704559326 22:0.0 23:6.716084957122803 24:0.0 25:0.0 26:0.0 27:5.451406478881836 28:0.0 29:5.273107528686523 30:0.0 31:0.0 32:0.0 33:0.0 34:83.0 #docno: LA111390-0161
0 qid:438 1:1.0663154125213623 2:0.0 3:1.2699933052062988 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:11.133963584899902 16:0.0 17:11.061494827270508 18:0.0 19:0.0 20:0.0 21:8.208009719848633 22:0.0 23:9.860381126403809 24:0.0 25:0.0 26:0.0 27:4.994309425354004 28:0.0 29:4.743459224700928 30:0.0 31:0.0 32:0.0 33:0.0 34:875.0 #docno: FBIS3-32905
0 qid:409 1:0.823478639125824 2:0.0 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:9.381658554077148 16:0.0 17:0.0 18:0.0 19:0.0 20:0.0 21:7.102338790893555 22:0.0 23:0.0 24:0.0 25:0.0 26:0.0 27:4.2539825439453125 28:0.0 29:0.0 30:0.0 31:0.0 32:0.0 33:0.0 34:4057.0 #docno: LA121790-0099
0 qid:418 1:0.7577316164970398 2:2.1342172622680664 3:1.2719497680664062 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:7.702652454376221 16:0.0 17:7.76342248916626 18:0.0 19:0.0 20:0.0 21:5.678877830505371 22:0.0 23:5.474608898162842 24:0.0 25:0.0 26:0.0 27:5.1216206550598145 28:0.0 29:5.063663959503174 30:0.0 31:0.0 32:0.0 33:0.0 34:298.0 #docno: FT942-9274
1 qid:351 1:1.1846632957458496 2:3.5972719192504883 3:0.0 4:0.0 5:0.0 6:0.0 7:0.0 8:0.0 9:0.0 10:0.0 11:0.0 12:0.0 13:0.0 14:0.0 15:13.755552291870117 16:0.0 17:14.042011260986328 18:0.0 19:4.7374043464660645 20:0.0 21:10.228626251220703 22:0.0 23:9.706751823425293 24:0.0 25:0.0 26:0.0 27:6.275256156921387 28:2.047093629837036 29:0.0 30:0.0 31:0.0 32:0.0 33:0.0 34:1217.0 #docno: FT934-4856
